item_id,title,description,url,brand,seller_name,image_url,availability,price,sale_price,is_ads_eligible
84174,סדין לעריסת תינוק 100% כותנה,סדין לעריסת תינוק 100% כותנה מתאים לעריסת תינוק,https://www.babystav.co.il/סדין_לעריסת_תינוק_100_אחוז_כותנה,פיקדלי,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/images(1).jpg,out_of_stock,26.00 ILS,,true
84189,מסרק מברשת דגם Brush and Comb,סט המברשת והמסרק ההיגיינים של ציקו מאפשר לך לסרק בעדינות את שער תינוקך. הזיפים הרכים והטבעיים של המברשת יחד עם פינותיו המעוגלות של המסרק הינם אידיאליים לקרקפת הרגישה של תינוקך המברשת והמסרק שניהם בעלי ידית אחיזה גדולה לאחיזה נוחה ובטוחה,https://www.babystav.co.il/מסרק-ומברשת-רכה----ציקו--Chicco,צ'יקו | Chicco,בייבי סתיו,https://www.babystav.co.il/Sites/stav/usercontent/Images/pro/dav/ציקו/טיפול בתינוק/rose.jpg,out_of_stock,45.00 ILS,,true
84236,כיסוי גשם עגלה רחב איכותי אונברסלי,מגן גשם אוניברסאלי לעגלה,https://www.babystav.co.il/מגן-גשם-עגלה-אונברסלי,קטנטנים אור פלסט | Mamo,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/07913860912030706zoom.jpg,out_of_stock,50.00 ILS,,true
84265,"מזרון למיטת מעבר בציפוי שעוונית דגם 70X130 ס""מ","מזרן אורטופדי למיטת מעבר ציפוי שעונית הרכב הכיסוי: בד 100% פוליאסטר, בלתי חדיר לנוזלים. אנטי בקטריאלי. כיסוי נשלף באמצעות רוכסן. מידות: 130X70 ס""מ עובי: 8 ס""מ",https://www.babystav.co.il/מזרן-אורתופדי-למיטת-מעבר-ציפוי-שעונית,קטנטנים אור פלסט | Mamo,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/MAAVAR.jpg,in_stock,249.00 ILS,,true
84305,מנשא גב לתינוק דגם אוורסט | Everest,"מנשא הגב אוורסט הינו פתרון מושלם לטיולים ארוכי טווח. המנשא קל מאוד לנשיאה וניתן לכוונן את רצועות המנשא כך שיתאימו לגופכם. רצועות הכתפיים המרופדות בשילוב רצועת המותניים מעניקות למנשא יציבות מרבית ומונעת תזוזה מצד לצד. חלקו האחורי של המנשא (החלק שנוגע בגבכם) רך ונעים למגע. יחידת התינוק מרופדת ביותר ועשויה מבדים נושמים ונעימים למגע. משענת הגב של הילד ארגונומית ורכה וכך שומרת על יציבה נכונה שלא תעייף את גב ילדכם. ניתן להעמיד את המנשא על הרצפה לפני השימוש. מגיע עם כיסוי גשם המגן על פני התינוק. גיל :ממשקל 7.3 עד 15 ק""ג. מידות : 54X42X90 ס""מ. משקל המוצר :2.3 ק""ג.",https://www.babystav.co.il/מנשא-גב-אינפנטי--כיסוי-גשם-תיק-גב-,טוויגי | Twigy,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/Twigy/Everest/%D7%90%D7%A4%D7%95%D7%A8.jpg,in_stock,599.00 ILS,,true
98868,הליכון ראשון מדבר עברית,"להליכון מרכז למידה נשלף העמוס בפעילויות. צורות ותוים מוזיקליים מוארים ילמדו את ילדיכם אותיות, מילים, מספרים, חיות, צבעים, ישיר שירים וינגן מנגינות שונות. פרפרים נעים, דיסקים וגלגליות מפתחים אצל ילדיכם יכולות מוטוריות בנוסף לאפרכסת הטלפון למשחק. גלגלים בעלי מרקם יחודי, ידיות קלות לאחיזה ועיצוב עמיד מבטיחים תמיכה מרובה לצעדיו הראשונים של ילדיכם. צעצוע ההתפתחות הזה מורכב בקלות רבה וניתן לאחסון בצורה קלה במקומות קטנים.",https://www.babystav.co.il/הליכון-ראשון-vtech,וי טק | VTech,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/%D7%A4%D7%95%D7%A4%D7%99%D7%A7/%D7%94%D7%9C%D7%99%D7%9B%D7%95%D7%9F%20%D7%A8%D7%90%D7%A9%D7%95%D7%9F/%D7%9B%D7%97%D7%95%D7%9C.jpg,in_stock,279.00 ILS,,true
103493,מובייל לתינוק מוזיקלי לוויתן אוקיאנוס 2 ב 1 - V TECH,"ילדיכם יתפתה לשחק ולהנות ממובייל האוקיאנוס 2 ב 1, המובייל נועד לגדול ביחד עם ילדכם המובייל מתאים מגיל לידה ועד השנים הקטנטנות. המובייל מנגן והתינוק יאזין בשמחה, החיות יסתובבו סביבו, המוסיקה מרגיעה עם המון סוגי מנגינות ובמקביל תמונות יוקרנו על התקרה knuchhk טיימר וחיישן קול. אם הילד שלך מתעורר ובוכה, הגלאי יפעיל מנגינות שלוות כדי לעזור להם להירדם בשלווה שוב למובייל: 1. מקרן 2.טיימר עם אפשרות כיוון ל 10,15 & 20 דקות, 3.שליטה על עוצמת קול 4. מגן בעל 40 מנגינות 5. מסתובב בתוספת 3 חיות ים צבעוניות המשתלשלות מהמובייל 6. יכול לשמש גם כתיבה מוזיקלית הזרוע של המובייל היא זרוע ניידת שיכולה לשמוש על מיטת התינוק כמקרן אורות, פשוט מובייל מושלם",https://www.babystav.co.il/מובייל-אוקיאנוס-2-ב-1,וי טק | VTech,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/%D7%A4%D7%95%D7%A4%D7%99%D7%A7/%D7%9E%D7%95%D7%91%D7%99%D7%99%D7%9C%20%D7%90%D7%95%D7%A7%D7%99%D7%90%D7%A0%D7%95%D7%A1.jpg,in_stock,303.00 ILS,,true
103567,מארז שלישיית רגליות + חזיות שרוול ארוך עם כפפה,"חולצת מעטפת (חזית מעטפת) עשויה 100% כותנה רכה ואיכותית נעימה למגע עם גוףהתינוק שרוול מתקפל על כף היד- למניעת שריטות. מכנס רגלית עשוי 100% כותנה רכה. ואיכותית נעימה למגע עם גוףהתינוק ניתן לקבל ב 3 מידות 2.5-3.5 ק""ג = NB 3.5-5.5 ק""ג = 0-3m 4.0-6.5 ק""ג= 3-6m",https://www.babystav.co.il/שלישיית-רגליות---חזיות-שרוול-ארוך-עם-כפפה,פיקדלי,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/%D7%A4%D7%99%D7%A7%D7%93%D7%9C%D7%99/%D7%A1%D7%98%20%D7%97%D7%96%D7%99%D7%94%20%D7%95%D7%A8%D7%92%D7%9C%D7%99%D7%AA/%D7%A1%D7%98%20%D7%97%D7%96%D7%99%D7%94%20%D7%95%D7%A8%D7%92%D7%9C%D7%99%D7%AA.jpg,in_stock,60.00 ILS,,true
105294,מיטת קמפינג כולל מזרון דגם לונה | Luna,"מיטת קמפינג מתקפל מתאים לשימוש מגיל 0 ומעלה מתאים לשימוש הן בבית והן לפיקניק בחיק הטבע. מנגנון בטיחות מיוחד למניעת קיפול בטעות. ראשי המיטה מעוגלים. מסגרת המיטה מתכת בציפוי בד.מילוי המזרון אקרילן. רשת ב 4 צדדים . לא חוסם את הראיה מכל 4 הכיוונים. מידות: 105X80 ס``מ. מזרן אקרילן בצפיפות של 200 גר' עם גב קשיח. אופציה למזרון נוסף בעובי 4 ס""מ אורטופדי חסין אש (בתוספת תשלום). מתקפל לצורת מזוודה מלבנית לתוך תיק לאחסון ונשיאה בעזרת הידיות פתיחה וסגירה קלה ופשוטה ללא כל מאמץ, משמש כמגרש משחקים בטוח ונוח לילד ומאפשר גם שינה בטוחה ונינוחה לילד לאורך כל הלילה. מידות פנים 95X65 ס""מ.",https://www.babystav.co.il/לול-קמפינג---בייבי-קינג,אינפנטי | Infanti,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/%D7%90%D7%99%D7%A0%D7%A4%D7%A0%D7%98%D7%99/%D7%9C%D7%95%D7%9C%D7%99%D7%9D%20%D7%95%D7%A2%D7%A8%D7%99%D7%A1%D7%95%D7%AA/%D7%9C%D7%95%D7%A0%D7%94/%D7%9C%D7%95%D7%A0%D7%94%20%D7%A9%D7%97%D7%95%D7%A8%202.jpg,in_stock,179.00 ILS,,true
105340,"מגן בטיחות למיטת תינוק מעבר ונוער 95 ס""מ","מגן מיטה איכותי ובטיחותי מתקפל למיטת תינוק מעבר ונוער. בלעדי: רצועות בטיחות הנקשרות מתחת למזרון כדי להבטיח תמיכה ומקסימום יציבות. כיס פנימי לאיחסון מסגרת מתכת חזקה וכיסוי בד בשילוב רשת מאפשר להתבונן בתינוק בזמן השינה מעקה הבטיחות נועד למניעת את נפילת התינוק מהמיטה בזמן השינה. מתאים לכל סוגי המיטות: מגן המיטה ציקו מספק בטחון ובטיחות לילד ושקט נפשי להורה. המחסום מתקפל כלפי מטה ומאפשר גישה קלה ונוחה למיטה וכן את סידור המיטה ללא כל פירוק. מידות במצב פתוח : 95x48x39 cms; מידות במצב סגור 95x48x7 cms; משקל: 1.9 ק""ג מתאים לתינוקות מ 18 חודש ועד גיל 5 שנים.",https://www.babystav.co.il/מגן-למיטת-תינוק-ומעבר-ציקו-chicco,צ'יקו | Chicco,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/%D7%A6%D7%99%D7%A7%D7%95/%D7%9E%D7%92%D7%9F%20%D7%9E%D7%99%D7%98%D7%94/201300005682_bettschutzgitter-95-cm-green_chicco_d2_detail.jpg,in_stock,249.00 ILS,,true
105462,מושב הגבהה דגם פוקט סנק | Pocket Snack,"כסא אוכל צ'יקו דגם פוקט Pocket הוא כסא מעשי, גמיש וקל משקל. ניתן לקחת את הכסא לכל מקום והוא מתאים לכל סוג של כסא בצורה הטובה ביותר ע""י התאמה הגובה לשולחן כך שתוכלו להושיב את ילדכם לידכם בזמן הארוחה. לכסא 3 נקודות קשירה (עיגון) לבטיחות בזמן הישיבה משענת גב אשר יכול להתכוננן ל 3 מצבים שונים קל לקיפול ונשיאה כולל חגורת כתף בד יורד לכביסה מתאים מגיל חצי שנה ועד 3 שנים מידות פתוח: 32L x 36W x 35,5 / 49h ס""מ מידות סגור: 36 x 36 x 11h ס""מ משקל: 2 ק""ג",https://www.babystav.co.il/כסא-אוכל-לתינוק-chicco-דגם-pocket,צ'יקו | Chicco,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/%D7%A6%D7%99%D7%A7%D7%95/%D7%9B%D7%A1%D7%90%D7%95%D7%AA%20%D7%90%D7%95%D7%9B%D7%9C/Chicco%20pocket/Dark%20Grey.jpg,out_of_stock,215.00 ILS,,true
106799,כרית הנקה דגם ויסקו,"כרית נעימה למגע ובעלת צורה ייחודית המעניקה תמיכה מושלמת לאם ומנוחה לגב ולזרועות. תערובת של ספוג זיכרון (ויסקו) המאפשרת התאמה אנטומית לתנוחת הנקה אידיאלית ומגינה על עורו העדין של התינוק מלחצים. מתאים גם בשלבי ההריון. כיסוי חיצוני ניתן להסרה. הכרית בעלת רוכסן נסתר ששומר על מרקם הכרית אחיד ובטוח עבור התינוק. כביסה במכונה בהתאם להוראות. מידות: 104*76*25 ס""מ. סביבת השימוש האידאלית: מרחבי הבית. חומרים: בד חיצוני ג'רזי 95% כותנה 5% אלסטן, כיסוי פנימי 100% כותנה, מילוי תערובת ספוג זיכרון - Visco- Elastic Memory Foam.",https://www.babystav.co.il/כרית-הנקה-מיננה-3-ב-1,מיננה | Minene,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/%D7%9E%D7%99%D7%A0%D7%A0%D7%94/7297476779483.jpg,in_stock,369.00 ILS,269.00 ILS,true
111937,"כרית הריון והנקה,תמיכה ליולדת Total Body","כרית Chicco דגם Total Body הכרית בנויה משלושה חלקים שבסופו של דבר יוצרים שלם אחד מושלם תומכת בכל הגוף מכף רגל ועד ראש תומכת בראש, כתפיים ובטן ומרימה אותם מעט על מנת למנוע שרירים תפוסים תומכת בעמוד השדרה ומונעת כאבי גב מאפשרת לאם לשכב בנוחות רבה על הצד וכך גם למנוע לחץ יתר בגב פותחה על ידי רופאי פיזיותרפיה מבטיחה נוחות מרבית לאורך כל תקופת ההריון הכרית גמישה ביותר ומורכבת משלושה חלקים ולכן ניתן לסדר אותה בהתאמה אישית עשויה מ100% כותנה רכה ונעימה למגע ניתן לכבס את הכרית בכביסה עדינה תכונות: משקל: 2 ק""ג מידות: 30.5X45.7X40.6 ס""מ",https://www.babystav.co.il/כרית-תמיכה-להריון-chicco-total-body,צ'יקו | Chicco,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/%D7%A6%D7%99%D7%A7%D7%95/%D7%94%D7%A0%D7%A7%D7%94/m7NLB5BA8ZJfU1bTokKvjew.jpg,in_stock,283.00 ILS,,true
111938,ספוג כפפה לאמבטיה לתינוק,"ספוג כפפה מבית ציקו איטליה , מתאים לשימוש לתינוק מלידה מצטיין ברכות ועדינות בעל כושר ספיגה גבוהה אידיאלי לניקוי גופו העדין של התינוק .",https://www.babystav.co.il/ספוג-כפפה-לאמבטיה-לתינוק--ציקו-chicco,צ'יקו | Chicco,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/%D7%A6%D7%99%D7%A7%D7%95/7866.jpg,in_stock,40.00 ILS,,true
112843,מייבש בקבוקים דגם Scolabiberon,"מייבש בקבוקים נייד קומפקטי בעיצוב מודרני בעל תמיכה בכל סוגי המטבח מגיע עם מוטות בגבהים שונים - פתרון אידאלי לייבוש הבקבוקים והאביזרים הנלווים מגש תחתון לאיסוף נוזלים מתאים לעד 4 בקבוקים שונים + אביזרים מתפרק בקלות , דרך קלה לניקוז המים ולניקוי",https://www.babystav.co.il/מייבש-בקבוקים-ציקו-chicco-scolabiberon,צ'יקו | Chicco,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/%D7%A6%D7%99%D7%A7%D7%95/%D7%91%D7%A7%D7%91%D7%95%D7%A7%D7%99%D7%9D%20%D7%95%D7%90%D7%91%D7%99%D7%96%D7%A8%D7%99%D7%9D/%D7%9E%D7%AA%D7%A7%D7%9F%20%D7%9C%D7%99%D7%99%D7%91%D7%95%D7%A9%20%D7%91%D7%A7%D7%91%D7%95%D7%A7%D7%99%D7%9D.jpg,in_stock,56.00 ILS,,true
113484,אמבטיה קשיחה לתינוק,"אמבטיה קלה קומפקטית. לתינוק לאמבטיה משטח מיוחד להנחת סבון / שמפו / כלי רחצה פתח ניקוז תחתון למים מידות חיצונית: 85X48 ס""מ",https://www.babystav.co.il/אמבטיה-לתינוק---אינפנטי,קטנטנים אור פלסט | Mamo,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/%D7%90%D7%99%D7%A0%D7%A4%D7%A0%D7%98%D7%99/%D7%90%D7%9E%D7%91%D7%98%D7%99%D7%94/%D7%90%D7%9E%D7%91%D7%98%D7%99%D7%94%20%D7%A7%D7%98%D7%A0%D7%98%D7%A0%D7%99%D7%9D/%D7%90%D7%9E%D7%91%D7%98%D7%99%D7%94%20%D7%9C%D7%91%D7%A0%D7%94.JPG,in_stock,66.00 ILS,,true
114336,מגבת קפוצ'ון לרך הנולד,"מגבת קפוצ'ון עבה, רכה ונעימה מבית מיננה. חיבור קל ונוח לצוואר רצועות ארוכות לקשירה סביב צוואר ההורה לנוחות ובטיחות מירביים לשחרור הידיים בזמן הוצאת התינוק מהאמבטיה. כאשר התינוק גדל המגבת יכולה לשמש כמגבת וחלוק יציאה מהאמבטיה גודל 90X100 ס""מ",https://www.babystav.co.il/מגבת-קפוצון-לרך-הנולד---מיננה-,מיננה | Minene,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/Meinene/12309005_16_1_1.jpg,in_stock,100.00 ILS,,true
114831,שמיכה לעריסה טריקו דו צדדית מיני מאוס,"שמיכה לעריסה / אמבטיה דו צדדית מבית סוויסרה מידה 76X102 ס""מ. מתאימה מלידה ועד 3 חודשים",https://www.babystav.co.il/שמיכה-לעריסה-טריקו-דו-צדדית----סוויסרה---מגוון-דגמים,לורה סוויסרה | Laura Swisra,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/%D7%A1%D7%95%D7%95%D7%A1%D7%99%D7%A8%D7%94/%D7%A9%D7%9E%D7%99%D7%9B%D7%94%20%D7%93%D7%95%20%D7%A6%D7%93%D7%93%D7%99%D7%AA/%D7%A9%D7%9E%D7%99%D7%9B%D7%94%20%D7%93%D7%95%20%D7%A6%D7%93%D7%93%D7%99%D7%AA%20%D7%9E%D7%99%D7%A0%D7%99%20%D7%9E%D7%90%D7%95%D7%A1.jpg,in_stock,89.00 ILS,,true
114930,טיולון דגם ניטרו דלוקס | Nitro LX כולל פגוש,"טיולון נייטרו מבית ג'ואי הבריטית מתאים לילדים מגיל לידה (0) ועד 15 ק""ג (גיל 3 בערך). טיולון נייטרו מעניק לכם ההורים הליכה קומפקטית ויציבה תוך התמודדות עם דרכים שונות ומגוונות, הטיולון מתקפל מטרייה מאפשר איכסון קל ונוח ברכב או בבית. הטיולון מגיע עם ידיות אורונמיות נוחות, שלדה חזקה מאוד העשוייה פלדה ובעל גלגלים כפולים הכוללים בולמי זעזועים בכל גלגל, הטיולון מעוצב בצורה המתאימה ביותר על מנת ללכת עם הילדים לטייל בכל מקום. בטיולון עצמו תמצאו רצועות קשירה איכותיות כולל חבקים (ריפוד), סל איחסון בחלקו התחתון ובד קטיפה אשר מציע מגע רע נעים ונוח לילדכם. מאפייני המוצר מגיע כולל פגוש המתקפל עם העגלה קיפול מטרייה - גודל קומפקטי מתאים מגיל לידה (0) ועד 15 ק""ג גגון שמש כלול גלגלים קדמיים ניתנים לנעילה גלגלים קדמיים קפולים שלדת פלדה - חזקה במיוחד ידיות ארגונומיות סל איחסון גדול מידות טיולון במצב סגור: 102.2 ס""מ על 51.4 ס""מ על 28.9 ס""מ מידות טיולון במצב פתוח: 108.5 ס""מ על 82.4 ס""מ על 48.7 ס""מ משקל 7.6 ק""ג",https://www.babystav.co.il/טיולון-ניטרו-nitro-דלוקס----גואי-joie-כולל-פגוש,החנות של Joie,בייבי סתיו,https://www.babystav.co.il/sites/stav/UserContent/images/pro/dav/joie/Nitro/%D7%A0%D7%99%D7%99%D7%98%D7%A8%D7%95%20%D7%9B%D7%95%D7%9C%D7%9C%20%D7%A4%D7%92%D7%95%D7%A9/NitroLX_TwoToneBlack_productpg_fashion.jpg,out_of_stock,449.00 ILS,,true
